image_name,0,1,2,3,4,5,6,7,label
z_84_01493.png,-0.03148018568754196,0.08957020193338394,0.06810468435287476,0.05514909699559212,-0.07996421307325363,-0.04328214004635811,-0.013649474829435349,0.013204541988670826,0
z_88_00157.png,-0.034554921090602875,0.10236714780330658,0.17641952633857727,0.03972805663943291,-0.08431610465049744,-0.0787123590707779,0.05190099775791168,0.011325875297188759,0
z_84_00658.png,-0.025751756504178047,0.09507787972688675,0.11294157803058624,0.04870767146348953,-0.0686892718076706,-0.06387629359960556,-0.043472953140735626,0.007278226315975189,0
z_86_01468.png,-0.02485802210867405,0.12798947095870972,0.09505882859230042,0.040630653500556946,-0.08350557088851929,-0.09853436052799225,0.13277150690555573,-0.0014365315437316895,0
z_84_01341.png,-0.005592278204858303,0.07250671088695526,0.03513256460428238,0.044520147144794464,-0.06743347644805908,-0.04829613119363785,-0.12377212941646576,-0.011531775817275047,0
z_82_01493.png,-0.034259483218193054,0.092312753200531,0.08345603197813034,0.05646847188472748,-0.08123895525932312,-0.04463601112365723,-0.006798342801630497,0.01632574200630188,0
z_84_00373.png,-0.00573420524597168,0.07507097721099854,0.05504446476697922,0.04366506636142731,-0.06580691784620285,-0.05010414868593216,-0.1287970393896103,-0.009835143573582172,0
z_84_00544.png,-0.025562463328242302,0.08988499641418457,0.0969754010438919,0.04747767746448517,-0.07811954617500305,-0.06831404566764832,-0.04536318778991699,0.005643736571073532,0
z_86_00243.png,-0.03455235809087753,0.16113927960395813,0.3017423152923584,0.022211173549294472,-0.07969023287296295,-0.13273213803768158,0.217104971408844,0.006320578511804342,0
z_84_01451.png,-0.02054983377456665,0.08451418578624725,0.061901070177555084,0.04330681264400482,-0.0747770369052887,-0.06325472891330719,-0.039101749658584595,-0.002114249859005213,0
z_84_01423.png,-0.034692514687776566,0.11443435400724411,0.15950769186019897,0.044921405613422394,-0.09080227464437485,-0.09268151223659515,0.0836920291185379,0.0036751243751496077,0
z_90_00193.png,-0.040322478860616684,0.16107489168643951,0.3091700077056885,0.02801237627863884,-0.09020422399044037,-0.09822194278240204,0.2671549916267395,0.011450112797319889,0
z_84_00170.png,-0.02084992825984955,0.0832822173833847,0.0592612698674202,0.05019912123680115,-0.07246312499046326,-0.052286457270383835,-0.08194705098867416,0.0017527746967971325,0
z_88_00545.png,-0.028558744117617607,0.12619057297706604,0.17853090167045593,0.03599146753549576,-0.072487011551857,-0.1049066036939621,0.0755530446767807,0.00398621428757906,0
z_90_01149.png,-0.03168206661939621,0.09559965133666992,0.10857737064361572,0.04831009358167648,-0.08159209787845612,-0.06547407060861588,0.008262315765023232,0.008534455671906471,0
z_90_00243.png,-0.03233213722705841,0.16909316182136536,0.2869427800178528,0.01660660095512867,-0.08474376797676086,-0.14334356784820557,0.23826467990875244,0.004415654111653566,0
z_82_01088.png,-0.0027614994905889034,0.06894027441740036,0.03322703018784523,0.04474848508834839,-0.06913045793771744,-0.04825123772025108,-0.1324610412120819,-0.019956912845373154,0
z_82_00045.png,-0.023078039288520813,0.11183904111385345,0.15604165196418762,0.037683628499507904,-0.07079175114631653,-0.09429134428501129,0.026782259345054626,0.002017493825405836,0
z_80_00170.png,-0.027378566563129425,0.08759120851755142,0.09527642279863358,0.0510370135307312,-0.07457777857780457,-0.05813372880220413,-0.052408259361982346,0.003471216419711709,0
z_80_01493.png,-0.04103069007396698,0.0964401364326477,0.11007198691368103,0.05968187749385834,-0.08334770798683167,-0.046185001730918884,-0.0019840002059936523,0.022647734731435776,0
z_90_00658.png,-0.028143679723143578,0.10064508020877838,0.1692403256893158,0.04262883961200714,-0.06325387954711914,-0.07845286279916763,-0.029664207249879837,0.011035904288291931,0
z_80_01116.png,-0.024817023426294327,0.08439473062753677,0.11148925125598907,0.048409603536129,-0.07393258810043335,-0.06539906561374664,-0.04046490788459778,-0.0014197854325175285,0
z_90_01493.png,-0.04775536432862282,0.10799860209226608,0.14523474872112274,0.054463811218738556,-0.0941288024187088,-0.06127283722162247,0.06670933961868286,0.021070443093776703,0
z_90_00024.png,-0.009990725666284561,0.13362441956996918,0.10566961765289307,0.027203520759940147,-0.06493514031171799,-0.12818151712417603,0.0961475819349289,-0.0027067940682172775,0
z_82_01365.png,-0.03883026912808418,0.12248087674379349,0.22217044234275818,0.05272102728486061,-0.0837811678647995,-0.07923321425914764,0.11935196816921234,0.008964628912508488,0
z_90_01123.png,-0.026784129440784454,0.12055337429046631,0.1726059913635254,0.03632839396595955,-0.08282384276390076,-0.10439348220825195,0.06609554588794708,-0.0009901393204927444,0
z_80_01365.png,-0.03577544540166855,0.14163550734519958,0.25569313764572144,0.0443173311650753,-0.07796010375022888,-0.08919862657785416,0.16991814970970154,0.0069884960539639,0
z_86_01493.png,-0.010895631276071072,0.07456476241350174,0.03125444054603577,0.048867352306842804,-0.07276233285665512,-0.04729633778333664,-0.12221845984458923,-0.010913731530308723,0
z_80_00113.png,-0.026927968487143517,0.0904286801815033,0.0822649896144867,0.05057704076170921,-0.0742068663239479,-0.05730675160884857,-0.038592107594013214,0.004756634589284658,0
z_84_01132.png,-0.0049797226674854755,0.07455196231603622,0.04378797113895416,0.04600737988948822,-0.06817523390054703,-0.04991238936781883,-0.130232036113739,-0.012729639187455177,0
z_84_00332.png,-0.005616053938865662,0.07389339059591293,0.04152138531208038,0.045396145433187485,-0.06935815513134003,-0.05193732678890228,-0.12690623104572296,-0.011343066580593586,0
